"","SiteName","avg.Abundance","avg.Richness","avg.Biomass","avg.CPUEpermin","avg.CPUEper5min","avg.CPUEperhook","avg.CPUEper75hooks","avg.Piscivore","avg.Planktivore","avg.Carnivore","avg.Target","avg.Nontarget","avg.PiscivoreBio","avg.PlanktivoreBio","avg.CarnivoreBio","avg.TargetBio","avg.NontargetBio","avg.PiscivoreCPUE","avg.PlanktivoreCPUE","avg.CarnivoreCPUE","avg.TargetCPUE","avg.NontargetCPUE","avg.ShannonsD","avg.SimpsonsD","avg.Invsimpson"
"24",291,15.1875,4.9375,6.18125,0.259801135768569,3.0375,0.211526052449966,15.8644539337474,4.125,7.1875,3.8125,13.8125,1.3125,2.7225,1.88125,1.5775,5.988125,0.193125,0.0575854037267081,0.100424430641822,0.0526828847481021,0.191669685990338,0.019023033126294,1.23672378165812,0.624901931392205,3.14833658223726
"25",292,14.1333333333333,4.2,7.27266666666667,0.232198774186968,2.82666666666667,0.189653301653302,14.2239976239976,1,3.46666666666667,9.66666666666667,10.7333333333333,3.4,0.906666666666667,0.529333333333333,5.83666666666667,6.556,0.716666666666667,0.0133968253968254,0.0463183183183183,0.129938157938158,0.144223872223872,0.0454294294294294,1.05402131107774,0.555143813605301,2.65358619772003
"26",293,6.125,3.5,3.0525,0.09094828270092,1.225,0.0825595238095238,6.19196428571429,1.5,1.6875,2.9375,4.9375,1.1875,1.2,0.4875,1.365,2.88375,0.16875,0.0205357142857143,0.0225595238095238,0.0394642857142857,0.0666071428571429,0.015952380952381,1.02055553317518,0.567602690381708,2.72582581891792
"27",298,13.8125,3.375,11.930625,0.231689725940994,2.7625,0.185120408870409,13.8840306652807,4.375,0.3125,9.125,13.375,0.4375,3.266875,0.07,8.59375,11.8825,0.048125,0.0586347886347886,0.00416666666666667,0.122318953568954,0.17915887040887,0.00596153846153846,0.84447147630581,0.477266935443604,2.05271041243656
"28",299,10.7857142857143,2.92857142857143,3.77,0.164814442806179,2.15714285714286,0.145483179573199,10.9112384679899,1.28571428571429,1.14285714285714,8.35714285714286,9.35714285714286,1.42857142857143,0.211428571428571,0.337142857142857,3.22142857142857,3.40285714285714,0.367142857142857,0.0174829931972789,0.0152380952380952,0.112762091137825,0.126383375267915,0.0190998043052838,0.664187560390696,0.366976374114477,1.81756356436668
"29",374,43.3333333333333,6,28.5553333333333,0.969728481308846,8.66666666666667,0.58136195018548,43.602146263911,6.33333333333333,0.666666666666667,36.3333333333333,43.1333333333333,0.2,3.348,0.192,25.0153333333333,28.506,0.0493333333333333,0.0849500088323618,0.00888888888888889,0.487523052464229,0.578695283518813,0.00266666666666667,1.1678737179722,0.557234061599223,2.74108319066224
"30",375,57.2666666666667,6.13333333333333,64.6006666666667,2.38216215801517,11.4533333333333,0.790447087728803,59.2835315796602,7.26666666666667,0.333333333333333,49.6,57.2,0,8.98,0.232,55.3886666666667,64.6006666666667,0,0.101607369921843,0.00462305784044915,0.68315845890831,0.789388886670602,0,1.22855072435457,0.613249176594168,2.70785531001099
"31",379,17,5.46153846153846,4.10076923076923,0.265298460944963,3.4,0.23013761013761,17.2603207603208,0.923076923076923,6.69230769230769,9.38461538461539,14.2307692307692,2.76923076923077,0.650769230769231,1.24461538461538,2.20538461538462,3.73769230769231,0.363076923076923,0.0123215523215523,0.0902128502128502,0.127603207603208,0.192353232353232,0.0377843777843778,1.33082728861803,0.648952332387677,3.49890243000287
"32",383,13.6666666666667,4.66666666666667,10.342,0.222436955411347,2.73333333333333,0.187750321750322,14.0812741312741,5,2.26666666666667,6.4,12.5333333333333,1.13333333333333,4.93866666666667,0.937333333333333,4.466,10.1393333333333,0.202666666666667,0.0673770913770914,0.0313968253968254,0.088976404976405,0.172182754182754,0.0155675675675676,1.29156118536015,0.672633731589376,3.35226888493856
"33",413,20.4166666666667,4,19.2925,0.358147820982838,4.08333333333333,0.295871970871971,22.1903978153978,10.75,3.08333333333333,6.58333333333333,19.75,0.666666666666667,13.4783333333333,1.74666666666667,4.0675,19.1325,0.16,0.15548334048334,0.0419313269313269,0.0984573034573035,0.286023551023551,0.00984841984841985,0.971880112758549,0.508867225388276,2.72412436073254
